0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1.0079174,0.8852153,0.9042427,0.96161556,0.9765107,1.009542,1.0139155,0.81236136,0.81771404,0.7881356,0.7626834,0.8333216,0.8451498,0.81483513,0.82561266,0.93540525,0.9242158,0.9516177,0.9413088,0.953719,0.953907,0.9508022,0.96043724,0.96444637,0.9437402,0.95571506,0.98414594,0.95935833,0.97660977,0.9592649,0.96221596,0.96271527,0.9632263,0.9532919,0.94048214,0.9412918,0.9421429,0.9488888
0.96515346,0.88612735,0.8903336,0.97527695,0.92601806,0.99500746,0.9839595,0.8217641,0.8181946,0.82014054,0.8333216,0.77685505,0.82258064,0.82374936,0.8324103,0.9445788,0.94697344,0.92846787,0.9127291,0.92437863,0.9304118,0.9186133,0.9364985,0.9498878,0.93787766,0.94203264,0.9597386,0.9375286,0.9677572,0.9379267,0.9236391,0.92211586,0.98520017,0.9899252,0.95480835,0.93422264,0.964838,0.9430576
0.9826489,0.88064283,0.88501275,0.9692657,0.92223424,0.99234927,0.9796766,0.7990714,0.8225507,0.81701314,0.8451498,0.82258064,0.78455913,0.8336331,0.8104441,0.92743605,0.9335034,0.9279791,0.91330653,0.9231133,0.93425506,0.9117743,0.9426649,0.9526168,0.9454905,0.9472709,0.967834,0.9359474,0.9723802,0.9317118,0.92398393,0.9161302,0.9919843,0.9854394,0.95690686,0.94545746,0.9612421,0.9528993
0.99445814,0.8866191,0.91997814,0.9872663,0.96686786,1.0045989,1.010891,0.8096758,0.8309052,0.7805635,0.81483513,0.82374936,0.8336331,0.77267486,0.81941307,0.9362771,0.93368554,0.95278156,0.93960905,0.9471332,0.954124,0.9517044,0.9595931,0.9628657,0.9386941,0.94843507,0.9749094,0.9575031,0.9727663,0.94954515,0.9518091,0.9579358,0.9678587,0.96633315,0.9522426,0.9488075,0.9615153,0.9474305
0.9909719,0.8829321,0.8886319,0.9763027,0.94089824,0.9926911,0.9880344,0.78652424,0.823622,0.7929294,0.82561266,0.8324103,0.8104441,0.81941307,0.7701363,0.9168155,0.9100558,0.93978465,0.92739266,0.9421777,0.9430912,0.9354184,0.9526461,0.95335346,0.940844,0.95074815,0.96836215,0.94607025,0.96985704,0.9433302,0.93757004,0.93449354,0.9649994,0.9572418,0.9401543,0.94357795,0.9387533,0.95649624
0.9674271,0.95580626,0.9537932,1.0263629,1.0257915,1.0420425,1.0212748,0.9119394,0.9142148,0.9304372,0.93540525,0.9445788,0.92743605,0.9362771,0.9168155,0.77251554,0.7851635,1.0132941,0.989765,0.98890525,0.97598547,1.0318782,0.96696717,0.9308653,0.9612717,0.94420487,0.96826893,0.9442346,0.95039105,0.936032,0.9704937,0.9891011,0.8893632,0.9119651,0.9036547,0.9352223,0.90453976,0.9645637
0.9793178,0.95194036,0.94909763,1.0373057,1.0398041,1.0416836,1.0259926,0.9063069,0.9066877,0.92013615,0.9242158,0.94697344,0.9335034,0.93368554,0.9100558,0.7851635,0.734476,1.0178028,0.9920861,0.98815143,0.97959983,1.0396605,0.9715539,0.93233836,0.95267916,0.941189,0.9677594,0.9551897,0.9459675,0.9364501,0.9843646,1.0059626,0.8908882,0.90955526,0.9007439,0.940424,0.899528,0.96971
0.8908293,0.9467128,0.9276616,0.87160033,0.8193321,0.9238115,0.9446885,0.9366402,0.9445808,0.95021236,0.9516177,0.92846787,0.9279791,0.95278156,0.93978465,1.0132941,1.0178028,0.74530834,0.8208142,0.8142273,0.81609356,0.86149615,0.84568554,0.8494853,0.82556945,0.860727,0.83534294,0.837968,0.8343387,0.8590891,0.8438246,0.8713328,0.948685,0.9349838,0.9402954,0.90922725,0.9281906,0.8611855
0.910555,0.9311295,0.9004161,0.918164,0.8178569,0.9539432,0.9570293,0.92339057,0.92502373,0.9418669,0.9413088,0.9127291,0.91330653,0.93960905,0.92739266,0.989765,0.9920861,0.8208142,0.7810051,0.80394727,0.8118398,0.8656556,0.8405198,0.84028107,0.84065884,0.84033895,0.8598205,0.827116,0.84581375,0.8569379,0.8597151,0.8575265,0.96537,0.93704146,0.92788374,0.89040786,0.92418844,0.8398876
0.91241735,0.93245906,0.91163707,0.9312704,0.82024914,0.9485494,0.9513333,0.93420875,0.93753475,0.95253897,0.953719,0.92437863,0.9231133,0.9471332,0.9421777,0.98890525,0.98815143,0.8142273,0.80394727,0.75887746,0.79236275,0.85241896,0.83181655,0.816663,0.82927966,0.8241618,0.86287916,0.8108722,0.8272664,0.83499044,0.8544737,0.8443905,0.95761365,0.92663544,0.9146724,0.8881396,0.9139304,0.8285995
0.895386,0.9589288,0.9273816,0.9163301,0.8238501,0.95049244,0.9485552,0.9461514,0.9485782,0.95751506,0.953907,0.9304118,0.93425506,0.954124,0.9430912,0.97598547,0.97959983,0.81609356,0.8118398,0.79236275,0.76227814,0.8678469,0.8210231,0.8086688,0.82953423,0.82195914,0.8550828,0.8067143,0.8196938,0.8377376,0.85058874,0.851135,0.93923813,0.92262954,0.9186424,0.8897201,0.9202716,0.8149966
0.93285465,0.9356388,0.9141436,0.90616506,0.81656003,0.94471157,0.9344828,0.930776,0.9358273,0.9577915,0.9508022,0.9186133,0.9117743,0.9517044,0.9354184,1.0318782,1.0396605,0.86149615,0.8656556,0.85241896,0.8678469,0.7803529,0.8733983,0.9055324,0.8962063,0.91552013,0.9172882,0.8866979,0.9052231,0.8809311,0.8535872,0.8268382,0.9955341,0.9783553,0.9498992,0.9232853,0.95309305,0.9110794
0.91559535,0.96246046,0.9388511,0.9297902,0.86465085,0.96557105,0.9565183,0.95948225,0.95130855,0.96124035,0.96043724,0.9364985,0.9426649,0.9595931,0.9526461,0.96696717,0.9715539,0.84568554,0.8405198,0.83181655,0.8210231,0.8733983,0.8044741,0.8344149,0.83163,0.8298948,0.8536155,0.8274177,0.8314339,0.84841084,0.8514474,0.85580397,0.9291311,0.9200566,0.90303296,0.8779282,0.9123622,0.842583
0.8933166,0.9730496,0.95463806,0.9640318,0.90001297,0.98239803,0.9709962,0.963755,0.9636205,0.9639395,0.96444637,0.9498878,0.9526168,0.9628657,0.95335346,0.9308653,0.93233836,0.8494853,0.84028107,0.816663,0.8086688,0.9055324,0.8344149,0.76777345,0.8262694,0.8157084,0.8546528,0.8041053,0.8103746,0.8309355,0.8583591,0.8675282,0.9138971,0.9066413,0.8979144,0.8814573,0.9095324,0.8160681
0.9091499,0.95404047,0.94217485,0.92171186,0.89372396,0.9520729,0.9652297,0.9467175,0.9389891,0.9326733,0.9437402,0.93787766,0.9454905,0.9386941,0.940844,0.9612717,0.95267916,0.82556945,0.84065884,0.82927966,0.82953423,0.8962063,0.83163,0.8262694,0.75002265,0.80616957,0.82022953,0.8100825,0.7838324,0.8205941,0.83219665,0.8594174,0.9114751,0.898657,0.9066512,0.88075435,0.906434,0.82586044
0.92800593,0.96223223,0.94458044,0.9543871,0.89663464,0.97416896,0.97784585,0.96237236,0.9537106,0.95215553,0.95571506,0.94203264,0.9472709,0.94843507,0.95074815,0.94420487,0.941189,0.860727,0.84033895,0.8241618,0.82195914,0.91552013,0.8298948,0.8157084,0.80616957,0.76073694,0.8399147,0.8057027,0.80012536,0.8218149,0.8579395,0.8706456,0.91597843,0.90377307,0.89149714,0.87508726,0.9067042,0.8087286
0.88868415,0.98600376,0.966961,0.9081726,0.8732445,0.94632375,0.9497945,0.982793,0.9791052,0.97595114,0.98414594,0.9597386,0.967834,0.9749094,0.96836215,0.96826893,0.9677594,0.83534294,0.8598205,0.86287916,0.8550828,0.9172882,0.8536155,0.8546528,0.82022953,0.8399147,0.76836103,0.83309186,0.78898495,0.85125047,0.84408164,0.86584204,0.91588664,0.9077267,0.90315276,0.88566434,0.9071545,0.86793715
0.91320497,0.96006864,0.9298017,0.942655,0.8644571,0.9660383,0.95559865,0.95243716,0.9524137,0.962398,0.95935833,0.9375286,0.9359474,0.9575031,0.94607025,0.9442346,0.9551897,0.837968,0.827116,0.8108722,0.8067143,0.8866979,0.8274177,0.8041053,0.8100825,0.8057027,0.83309186,0.7674603,0.7922252,0.8138121,0.8263616,0.83539057,0.9232317,0.9123237,0.8984111,0.87514293,0.9109367,0.8220682
0.9080557,0.9892212,0.9711826,0.93173313,0.8822364,0.9490674,0.9567607,0.9879684,0.9770256,0.973624,0.97660977,0.9677572,0.9723802,0.9727663,0.96985704,0.95039105,0.9459675,0.8343387,0.84581375,0.8272664,0.8196938,0.9052231,0.8314339,0.8103746,0.7838324,0.80012536,0.78898495,0.7922252,0.7166672,0.8140298,0.823145,0.85396147,0.9055442,0.899495,0.89687586,0.87917185,0.9053117,0.832308
0.9203675,0.95442563,0.9354438,0.9366705,0.8886497,0.9626582,0.95463616,0.9457972,0.9542885,0.9551952,0.9592649,0.9379267,0.9317118,0.94954515,0.9433302,0.936032,0.9364501,0.8590891,0.8569379,0.83499044,0.8377376,0.8809311,0.84841084,0.8309355,0.8205941,0.8218149,0.85125047,0.8138121,0.8140298,0.78168756,0.82836485,0.8420838,0.9182639,0.9106861,0.8972121,0.87846047,0.90780485,0.84368956
0.90336394,0.9675312,0.944572,0.90722996,0.8597726,0.94129,0.9345274,0.9518912,0.9561104,0.9535216,0.96221596,0.9236391,0.92398393,0.9518091,0.93757004,0.9704937,0.9843646,0.8438246,0.8597151,0.8544737,0.85058874,0.8535872,0.8514474,0.8583591,0.83219665,0.8579395,0.84408164,0.8263616,0.823145,0.82836485,0.78923553,0.81556445,0.93522704,0.94233644,0.92499936,0.89668244,0.9337782,0.8807633
0.893284,0.9634474,0.9305452,0.9263265,0.83343035,0.9395334,0.92379075,0.9535115,0.9588928,0.96615833,0.96271527,0.92211586,0.9161302,0.9579358,0.93449354,0.9891011,1.0059626,0.8713328,0.8575265,0.8443905,0.851135,0.8268382,0.85580397,0.8675282,0.8594174,0.8706456,0.86584204,0.83539057,0.85396147,0.8420838,0.81556445,0.75123715,0.96326196,0.9513218,0.925439,0.8922875,0.9370639,0.8829131
0.9391304,0.9908391,0.98441434,0.9519407,0.98428935,0.9955761,0.98102486,0.9778714,0.9663758,0.9663777,0.9632263,0.98520017,0.9919843,0.9678587,0.9649994,0.8893632,0.8908882,0.948685,0.96537,0.95761365,0.93923813,0.9955341,0.9291311,0.9138971,0.9114751,0.91597843,0.91588664,0.9232317,0.9055442,0.9182639,0.93522704,0.96326196,0.78196436,0.82439315,0.84241855,0.8582773,0.83679825,0.9089819
0.9396238,0.9765007,0.9681672,0.9355861,0.9556033,0.98910236,0.99029976,0.96685106,0.9592001,0.95797557,0.9532919,0.9899252,0.9854394,0.96633315,0.9572418,0.9119651,0.90955526,0.9349838,0.93704146,0.92663544,0.92262954,0.9783553,0.9200566,0.9066413,0.898657,0.90377307,0.9077267,0.9123237,0.899495,0.9106861,0.94233644,0.9513218,0.82439315,0.789349,0.8416857,0.84802336,0.8219347,0.8875171
0.95935905,0.9518363,0.93645096,0.96601105,0.9183727,1.0015405,0.98114973,0.9457647,0.93764585,0.95595175,0.94048214,0.95480835,0.95690686,0.9522426,0.9401543,0.9036547,0.9007439,0.9402954,0.92788374,0.9146724,0.9186424,0.9498992,0.90303296,0.8979144,0.9066512,0.89149714,0.90315276,0.8984111,0.89687586,0.8972121,0.92499936,0.925439,0.84241855,0.8416857,0.7842536,0.8278493,0.8126061,0.9018896
0.93623763,0.96092695,0.9312012,0.94227743,0.9117647,0.969776,0.96067715,0.94892746,0.9354003,0.9558833,0.9412918,0.93422264,0.94545746,0.9488075,0.94357795,0.9352223,0.940424,0.90922725,0.89040786,0.8881396,0.8897201,0.9232853,0.8779282,0.8814573,0.88075435,0.87508726,0.88566434,0.87514293,0.87917185,0.87846047,0.89668244,0.8922875,0.8582773,0.84802336,0.8278493,0.7707649,0.83527946,0.8642808
0.9524286,0.9581672,0.93793076,0.95712703,0.9110559,0.99827844,0.9856052,0.9442504,0.93656015,0.95161664,0.9421429,0.964838,0.9612421,0.9615153,0.9387533,0.90453976,0.899528,0.9281906,0.92418844,0.9139304,0.9202716,0.95309305,0.9123622,0.9095324,0.906434,0.9067042,0.9071545,0.9109367,0.9053117,0.90780485,0.9337782,0.9370639,0.83679825,0.8219347,0.8126061,0.83527946,0.78350574,0.90904045
0.9176154,0.9650566,0.94579875,0.9325224,0.9148948,0.9778297,0.9725096,0.95772505,0.9441373,0.9502613,0.9488888,0.9430576,0.9528993,0.9474305,0.95649624,0.9645637,0.96971,0.8611855,0.8398876,0.8285995,0.8149966,0.9110794,0.842583,0.8160681,0.82586044,0.8087286,0.86793715,0.8220682,0.832308,0.84368956,0.8807633,0.8829131,0.9089819,0.8875171,0.9018896,0.8642808,0.90904045,0.7391616
